Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (445)",,,"Reconstruction Position - Unlabeled Track (450)",,,"Reconstruction Position - Unlabeled Track (467)",,,"Reconstruction Position - Unlabeled Track (496)",,,"Reconstruction Position - Unlabeled Track (510)",,,"Reconstruction Position - Unlabeled Track (529)",,,"Reconstruction Position - Unlabeled Track (538)",,,"Reconstruction Position - Unlabeled Track (539)",,,"Reconstruction Position - Unlabeled Track (552)",,,"Reconstruction Position - Unlabeled Track (573)",,,"Reconstruction Position - Unlabeled Track (577)",,,"Reconstruction Position - Unlabeled Track (587)",,,"Reconstruction Position - Unlabeled Track (589)",,
61,0,"620.689","-11.6674","1568.06","801.172","111.741","1351.56","336.762","177.707","973.293","838.734","222.006","999.696","635.878","-4.23795","1243.42","422.261","72.0135","1304.1","486.265","68.0943","426.029","453.764","-68.1318","903.03","834.46","185.628","80.7414","766.994","73.1903","430.816","774.914","-28.8806","1053.04","777.95","65.438","950.137","484.368","19.6894","928.123"
62,0,"620.546","-11.7663","1568.29","801.178","111.79","1351.58","336.785","177.73","973.296","838.768","222.064","999.708","635.895","-4.21017","1243.44","422.269","72.0535","1304.11","486.278","68.1209","426.02","453.791","-68.1166","903.05","834.481","185.596","80.7605","766.997","73.209","430.797","774.948","-28.8391","1053.03","777.971","65.4566","950.143","484.392","19.706","928.129"
63,0,"620.564","-11.7699","1568.26","801.169","111.834","1351.58","336.781","177.744","973.298","838.792","222.103","999.709","635.906","-4.18189","1243.46","422.266","72.0869","1304.12","486.302","68.1664","425.998","453.827","-68.1041","903.069","834.476","185.633","80.7216","766.996","73.2418","430.775","775.01","-28.7991","1053.05","778.01","65.4728","950.157","484.423","19.6997","928.145"
64,0,"620.554","-11.7739","1568.26","801.182","111.872","1351.58","336.798","177.763","973.285","838.824","222.148","999.706","635.913","-4.14533","1243.46","422.28","72.1297","1304.11","486.315","68.2122","425.98","453.851","-68.0735","903.106","834.48","185.634","80.7158","767.013","73.2561","430.782","775.065","-28.7619","1053.08","778.036","65.4891","950.17","484.442","19.7429","928.133"
65,0,"620.549","-11.6225","1568.03","801.195","111.921","1351.58","336.803","177.78","973.266","838.888","222.164","999.735","635.916","-4.10901","1243.46","422.299","72.1699","1304.1","486.327","68.3016","425.92","453.862","-68.0455","903.123","834.493","185.603","80.735","767.024","73.2744","430.792","775.11","-28.7265","1053.11","778.07","65.5026","950.177","484.459","19.7692","928.125"
66,0,"620.579","-11.7894","1568.22","801.216","111.944","1351.58","336.822","177.799","973.241","838.936","222.179","999.736","635.924","-4.06272","1243.46","422.287","72.207","1304.1","486.38","68.3748","425.93","453.876","-68.0375","903.135","834.487","185.617","80.7357","767.06","73.2862","430.797","775.165","-28.6893","1053.15","778.09","65.523","950.161","484.469","19.7908","928.117"
67,0,"620.689","-11.5557","1567.8","801.226","111.983","1351.57","336.83","177.82","973.206","839.001","222.196","999.744","635.938","-4.01628","1243.44","422.308","72.2652","1304.08","486.439","68.4898","425.899","453.892","-68.0252","903.14","834.486","185.622","80.7232","767.065","73.3055","430.799","775.201","-28.6568","1053.17","778.111","65.5436","950.156","484.482","19.8188","928.1"
68,0,"620.669","-11.5735","1567.81","801.234","112.02","1351.56","336.876","177.856","973.18","839.051","222.206","999.74","635.943","-3.96323","1243.43","422.315","72.3244","1304.06","486.433","68.523","425.879","453.918","-68.0163","903.142","834.492","185.626","80.7133","767.07","73.3123","430.791","775.232","-28.6281","1053.2","778.145","65.5605","950.138","484.489","19.8533","928.069"
69,0,"620.649","-11.5212","1567.73","801.244","112.06","1351.55","336.897","177.88","973.146","839.103","222.211","999.738","635.952","-3.91646","1243.42","422.34","72.3806","1304.03","486.467","68.5626","425.897","453.937","-68.0033","903.146","834.508","185.624","80.7003","767.076","73.3361","430.786","775.257","-28.6041","1053.22","778.167","65.5905","950.115","484.5","19.8888","928.043"
70,0,"620.626","-11.5158","1567.71","801.255","112.094","1351.53","336.903","177.89","973.119","839.141","222.23","999.713","635.96","-3.87108","1243.4","422.367","72.4408","1304.01","486.494","68.6469","425.868","453.952","-67.9744","903.148","834.507","185.656","80.6642","767.086","73.3374","430.791","775.271","-28.5791","1053.23","778.191","65.6267","950.087","484.498","19.9348","928.003"
71,0,"620.62","-11.5191","1567.69","801.268","112.132","1351.52","336.922","177.923","973.095","839.184","222.24","999.707","635.969","-3.82616","1243.39","422.379","72.5095","1304","486.54","68.7555","425.83","453.98","-67.9645","903.146","834.523","185.628","80.6937","767.096","73.3389","430.782","775.272","-28.558","1053.23","778.194","65.678","950.067","484.509","19.9651","927.993"
72,0,"620.4","-11.684","1568.03","801.287","112.154","1351.51","336.945","177.951","973.068","839.21","222.251","999.691","635.979","-3.78632","1243.38","422.399","72.5719","1303.98","486.578","68.8075","425.869","454.01","-67.9485","903.153","834.527","185.629","80.6859","767.097","73.3431","430.774","775.279","-28.5403","1053.25","778.204","65.7176","950.057","484.542","19.984","927.993"
