Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (445)",,,"Reconstruction Position - Unlabeled Track (450)",,,"Reconstruction Position - Unlabeled Track (467)",,,"Reconstruction Position - Unlabeled Track (496)",,,"Reconstruction Position - Unlabeled Track (510)",,,"Reconstruction Position - Unlabeled Track (538)",,,"Reconstruction Position - Unlabeled Track (539)",,,"Reconstruction Position - Unlabeled Track (552)",,,"Reconstruction Position - Unlabeled Track (573)",,,"Reconstruction Position - Unlabeled Track (577)",,,"Reconstruction Position - Unlabeled Track (594)",,,"Reconstruction Position - Unlabeled Track (602)",,,"Reconstruction Position - Unlabeled Track (603)",,
62,0,"621.119","10.0003","1580.24","808.515","100.636","1353.09","370.754","204.794","977.51","849.965","225.824","999.012","635.004","2.61972","1244.48","512.601","68.6989","430.042","456.019","-33.5569","866.39","827.3","213.755","80.5324","767.026","93.3208","430.447","765.57","-21.0305","1039.5","430.6","97.1436","1310.53","478.186","48.9045","935.215","779.26","68.8002","947.509"
63,0,"621.225","9.82726","1580.19","808.569","100.558","1353.11","370.683","204.505","977.559","849.958","225.713","998.994","635.062","2.47405","1244.52","512.646","68.6099","430.026","456.045","-33.8392","866.481","827.305","213.753","80.5529","767.071","93.2945","430.436","765.628","-21.1609","1039.48","430.663","96.9454","1310.57","478.234","48.7223","935.247","779.301","68.6883","947.503"
64,0,"621.513","9.48286","1580.26","808.61","100.493","1353.12","370.577","204.201","977.609","849.982","225.584","999.009","635.133","2.34","1244.54","512.697","68.4953","430.033","456.06","-34.1063","866.56","827.294","213.763","80.5545","767.1","93.2603","430.445","765.705","-21.2891","1039.49","430.712","96.7503","1310.62","478.287","48.5296","935.273","779.347","68.5738","947.502"
65,0,"621.635","9.29924","1580.25","808.667","100.426","1353.12","370.504","203.9","977.64","850.006","225.502","998.97","635.194","2.19333","1244.58","512.804","68.437","430.072","456.066","-34.386","866.644","827.285","213.762","80.5604","767.107","93.2331","430.439","765.776","-21.4002","1039.51","430.772","96.5637","1310.65","478.339","48.3489","935.306","779.381","68.4623","947.48"
66,0,"621.752","9.15157","1580.19","808.725","100.368","1353.13","370.442","203.624","977.656","850.048","225.372","998.959","635.278","2.04276","1244.62","512.869","68.387","430.044","456.073","-34.6686","866.717","827.285","213.755","80.5683","767.117","93.2122","430.427","765.858","-21.5035","1039.52","430.836","96.3865","1310.68","478.386","48.1807","935.337","779.432","68.33","947.479"
67,0,"621.709","9.17873","1580.02","808.784","100.323","1353.12","370.383","203.337","977.68","850.098","225.271","998.943","635.351","1.90533","1244.65","512.876","68.297","429.998","456.063","-34.9436","866.775","827.287","213.747","80.5735","767.088","93.2052","430.381","765.947","-21.6039","1039.56","430.889","96.2078","1310.72","478.443","48.0122","935.36","779.496","68.187","947.492"
68,0,"621.855","9.02816","1579.97","808.86","100.26","1353.11","370.318","203.065","977.703","850.162","225.17","998.92","635.419","1.77886","1244.66","512.944","68.2988","429.966","456.061","-35.205","866.837","827.284","213.754","80.5841","767.077","93.1921","430.383","766.042","-21.7016","1039.61","430.965","96.0425","1310.76","478.509","47.8216","935.386","779.552","68.0517","947.496"
69,0,"621.995","8.88682","1579.92","808.923","100.204","1353.09","370.245","202.782","977.707","850.225","225.074","998.896","635.495","1.66877","1244.67","512.975","68.2853","429.957","456.072","-35.4449","866.919","827.286","213.766","80.5908","767.087","93.1591","430.373","766.145","-21.7998","1039.66","431.039","95.8713","1310.79","478.579","47.663","935.414","779.625","67.9127","947.505"
70,0,"622.134","8.74972","1579.87","809.004","100.141","1353.08","370.207","202.521","977.747","850.292","224.982","998.879","635.587","1.54316","1244.69","512.967","68.2376","429.94","456.097","-35.693","867.008","827.271","213.771","80.5977","767.057","93.1492","430.352","766.244","-21.8895","1039.72","431.103","95.7176","1310.81","478.649","47.5129","935.41","779.681","67.7757","947.507"
71,0,"622.284","8.61415","1579.83","809.092","100.082","1353.08","370.216","202.269","977.802","850.362","224.886","998.875","635.681","1.42484","1244.73","512.992","68.1954","429.949","456.164","-35.9798","867.096","827.266","213.764","80.6125","767.06","93.1156","430.369","766.338","-21.9803","1039.74","431.18","95.5672","1310.84","478.745","47.3465","935.434","779.756","67.6292","947.534"
72,0,"622.432","8.48553","1579.78","809.175","100.025","1353.1","370.172","202.013","977.804","850.437","224.8","998.877","635.782","1.30818","1244.76","513.029","68.1757","429.94","456.223","-36.243","867.176","827.258","213.754","80.6182","767.06","93.0859","430.356","766.452","-22.0745","1039.76","431.265","95.4205","1310.87","478.843","47.1988","935.47","779.827","67.4761","947.545"
73,0,"622.579","8.36199","1579.76","809.255","99.9686","1353.12","370.156","201.762","977.828","850.52","224.719","998.895","635.877","1.17739","1244.81","513.052","68.1401","429.955","456.306","-36.5276","867.259","827.248","213.751","80.6112","767.06","93.0623","430.369","766.593","-22.1887","1039.8","431.346","95.2839","1310.92","478.933","47.0684","935.506","779.893","67.3211","947.565"
